phase,block,id,short_id,game_type,points,drule,drule_error_2d,drule_error_1d_a,drule_error_1d_b,drule_error_1d,rewards_approached,punishment_approached,dataset,partner_predictions_correct,partner_predictions_missing,drule_gen
2,0,sim-791,sim-791,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,1,sim-791,sim-791,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,2,sim-791,sim-791,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,3,sim-791,sim-791,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
3,0,sim-791,sim-791,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
3,1,sim-791,sim-791,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,0,sim-351,sim-351,solo,-5.0,neither,11.0,9.0,9.0,9.0,3,2,sim,,,neither
0,1,sim-351,sim-351,solo,9.0,neither,3.0,5.0,3.0,3.0,9,0,sim,,,neither
0,2,sim-351,sim-351,solo,11.0,2d,1.0,5.0,3.0,3.0,11,0,sim,,,2d
0,3,sim-351,sim-351,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
1,0,sim-351,sim-351,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,1,sim-351,sim-351,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,0,sim-351,sim-351,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,1,sim-351,sim-351,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-351,sim-351,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-351,sim-351,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-351,sim-351,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-351,sim-351,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-468,sim-468,solo,-4.0,neither,13.0,9.0,9.0,9.0,0,1,sim,,,neither
0,1,sim-468,sim-468,solo,6.0,neither,6.0,6.0,4.0,4.0,6,0,sim,,,neither
0,2,sim-468,sim-468,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
0,3,sim-468,sim-468,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,0,sim-468,sim-468,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,1,sim-468,sim-468,solo,4.0,neither,2.0,6.0,6.0,6.0,12,2,sim,,,neither
2,0,sim-468,sim-468,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,1,sim-468,sim-468,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,2,sim-468,sim-468,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-468,sim-468,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-468,sim-468,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-468,sim-468,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-623,sim-623,solo,-5.0,neither,11.0,9.0,9.0,9.0,3,2,sim,,,neither
0,1,sim-623,sim-623,solo,4.0,neither,8.0,6.0,8.0,6.0,4,0,sim,,,neither
0,2,sim-623,sim-623,solo,10.0,neither,2.0,4.0,4.0,4.0,10,0,sim,,,neither
0,3,sim-623,sim-623,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,0,sim-623,sim-623,solo,-4.0,neither,4.0,8.0,8.0,8.0,12,4,sim,,,neither
1,1,sim-623,sim-623,solo,-4.0,neither,4.0,8.0,8.0,8.0,12,4,sim,,,neither
2,0,sim-623,sim-623,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,1,sim-623,sim-623,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-623,sim-623,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,3,sim-623,sim-623,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-623,sim-623,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-623,sim-623,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-477,sim-477,solo,2.0,neither,7.0,3.0,9.0,3.0,6,1,sim,,,neither
0,1,sim-477,sim-477,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,2,sim-477,sim-477,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,3,sim-477,sim-477,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,0,sim-477,sim-477,solo,-4.0,neither,4.0,8.0,8.0,8.0,12,4,sim,,,neither
1,1,sim-477,sim-477,solo,-1.0,neither,4.0,6.0,8.0,6.0,11,3,sim,,,neither
2,0,sim-477,sim-477,solo,7.0,neither,2.0,4.0,6.0,4.0,11,1,sim,,,neither
2,1,sim-477,sim-477,solo,6.0,neither,3.0,3.0,7.0,3.0,10,1,sim,,,neither
2,2,sim-477,sim-477,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-477,sim-477,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-477,sim-477,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-477,sim-477,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-615,sim-615,solo,-1.0,neither,7.0,9.0,5.0,5.0,7,2,sim,,,neither
0,1,sim-615,sim-615,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,2,sim-615,sim-615,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,3,sim-615,sim-615,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,0,sim-615,sim-615,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,1,sim-615,sim-615,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,0,sim-615,sim-615,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,1,sim-615,sim-615,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,2,sim-615,sim-615,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,3,sim-615,sim-615,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
3,0,sim-615,sim-615,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
3,1,sim-615,sim-615,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,0,sim-555,sim-555,solo,5.0,neither,4.0,2.0,8.0,2.0,9,1,sim,,,neither
0,1,sim-555,sim-555,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
0,2,sim-555,sim-555,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,3,sim-555,sim-555,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
1,0,sim-555,sim-555,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,1,sim-555,sim-555,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,0,sim-555,sim-555,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,1,sim-555,sim-555,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-555,sim-555,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-555,sim-555,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-555,sim-555,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
3,1,sim-555,sim-555,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
0,0,sim-366,sim-366,solo,0.0,neither,9.0,11.0,5.0,5.0,4,1,sim,,,neither
0,1,sim-366,sim-366,solo,9.0,1d_b,3.0,7.0,1.0,1.0,9,0,sim,,,1d
0,2,sim-366,sim-366,solo,4.0,1d_b,5.0,9.0,1.0,1.0,8,1,sim,,,1d
0,3,sim-366,sim-366,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,0,sim-366,sim-366,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,1,sim-366,sim-366,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,0,sim-366,sim-366,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,1,sim-366,sim-366,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,2,sim-366,sim-366,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,3,sim-366,sim-366,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
3,0,sim-366,sim-366,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
3,1,sim-366,sim-366,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,0,sim-771,sim-771,solo,3.0,neither,6.0,6.0,6.0,6.0,7,1,sim,,,neither
0,1,sim-771,sim-771,solo,5.0,neither,4.0,2.0,8.0,2.0,9,1,sim,,,neither
0,2,sim-771,sim-771,solo,10.0,neither,2.0,2.0,6.0,2.0,10,0,sim,,,neither
0,3,sim-771,sim-771,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,0,sim-771,sim-771,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
1,1,sim-771,sim-771,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,0,sim-771,sim-771,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,1,sim-771,sim-771,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-771,sim-771,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-771,sim-771,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-771,sim-771,solo,-4.0,neither,4.0,8.0,8.0,8.0,12,4,sim,,,neither
3,1,sim-771,sim-771,solo,-4.0,neither,4.0,8.0,8.0,8.0,12,4,sim,,,neither
0,0,sim-631,sim-631,solo,6.0,neither,3.0,7.0,7.0,7.0,10,1,sim,,,neither
0,1,sim-631,sim-631,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
0,2,sim-631,sim-631,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,3,sim-631,sim-631,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
1,0,sim-631,sim-631,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,1,sim-631,sim-631,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,0,sim-631,sim-631,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,1,sim-631,sim-631,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-631,sim-631,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-631,sim-631,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-631,sim-631,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-631,sim-631,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-941,sim-941,solo,6.0,neither,3.0,5.0,5.0,5.0,10,1,sim,,,neither
0,1,sim-941,sim-941,solo,5.0,neither,4.0,8.0,2.0,2.0,9,1,sim,,,neither
0,2,sim-941,sim-941,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,3,sim-941,sim-941,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,0,sim-941,sim-941,solo,-4.0,neither,4.0,8.0,8.0,8.0,12,4,sim,,,neither
1,1,sim-941,sim-941,solo,0.0,neither,3.0,7.0,7.0,7.0,12,3,sim,,,neither
2,0,sim-941,sim-941,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,1,sim-941,sim-941,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-941,sim-941,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-941,sim-941,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-941,sim-941,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-941,sim-941,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-798,sim-798,solo,0.0,neither,9.0,9.0,5.0,5.0,4,1,sim,,,neither
0,1,sim-798,sim-798,solo,8.0,neither,4.0,8.0,2.0,2.0,8,0,sim,,,neither
0,2,sim-798,sim-798,solo,4.0,1d_b,5.0,9.0,1.0,1.0,8,1,sim,,,1d
0,3,sim-798,sim-798,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,0,sim-798,sim-798,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,1,sim-798,sim-798,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,0,sim-798,sim-798,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,1,sim-798,sim-798,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,2,sim-798,sim-798,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,3,sim-798,sim-798,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
3,0,sim-798,sim-798,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
3,1,sim-798,sim-798,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,0,sim-497,sim-497,solo,2.0,neither,7.0,9.0,3.0,3.0,6,1,sim,,,neither
0,1,sim-497,sim-497,solo,9.0,1d_b,3.0,7.0,1.0,1.0,9,0,sim,,,1d
0,2,sim-497,sim-497,solo,6.0,neither,3.0,7.0,3.0,3.0,10,1,sim,,,neither
0,3,sim-497,sim-497,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,0,sim-497,sim-497,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,1,sim-497,sim-497,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,0,sim-497,sim-497,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,1,sim-497,sim-497,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-497,sim-497,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,3,sim-497,sim-497,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-497,sim-497,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-497,sim-497,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-925,sim-925,solo,2.0,neither,4.0,8.0,6.0,6.0,10,2,sim,,,neither
0,1,sim-925,sim-925,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,2,sim-925,sim-925,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
0,3,sim-925,sim-925,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,0,sim-925,sim-925,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,1,sim-925,sim-925,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,0,sim-925,sim-925,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,1,sim-925,sim-925,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-925,sim-925,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-925,sim-925,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-925,sim-925,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-925,sim-925,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-370,sim-370,solo,6.0,neither,3.0,5.0,7.0,5.0,10,1,sim,,,neither
0,1,sim-370,sim-370,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
0,2,sim-370,sim-370,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,3,sim-370,sim-370,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
1,0,sim-370,sim-370,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,1,sim-370,sim-370,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,0,sim-370,sim-370,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,1,sim-370,sim-370,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-370,sim-370,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-370,sim-370,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-370,sim-370,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-370,sim-370,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-597,sim-597,solo,0.0,neither,6.0,4.0,8.0,4.0,8,2,sim,,,neither
0,1,sim-597,sim-597,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,2,sim-597,sim-597,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,3,sim-597,sim-597,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,0,sim-597,sim-597,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,1,sim-597,sim-597,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,0,sim-597,sim-597,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,1,sim-597,sim-597,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,2,sim-597,sim-597,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,3,sim-597,sim-597,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,0,sim-597,sim-597,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,1,sim-597,sim-597,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,0,sim-721,sim-721,solo,4.0,neither,5.0,5.0,7.0,5.0,8,1,sim,,,neither
0,1,sim-721,sim-721,solo,7.0,neither,2.0,4.0,6.0,4.0,11,1,sim,,,neither
0,2,sim-721,sim-721,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,3,sim-721,sim-721,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,0,sim-721,sim-721,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,1,sim-721,sim-721,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,0,sim-721,sim-721,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,1,sim-721,sim-721,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-721,sim-721,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-721,sim-721,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-721,sim-721,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-721,sim-721,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-054,sim-054,solo,1.0,neither,5.0,5.0,7.0,5.0,9,2,sim,,,neither
0,1,sim-054,sim-054,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,2,sim-054,sim-054,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,3,sim-054,sim-054,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,0,sim-054,sim-054,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
1,1,sim-054,sim-054,solo,9.0,1d_a,3.0,1.0,7.0,1.0,9,0,sim,,,1d
2,0,sim-054,sim-054,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,1,sim-054,sim-054,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,2,sim-054,sim-054,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
2,3,sim-054,sim-054,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,0,sim-054,sim-054,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
3,1,sim-054,sim-054,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,0,sim-427,sim-427,solo,-1.0,neither,10.0,8.0,8.0,8.0,3,1,sim,,,neither
0,1,sim-427,sim-427,solo,8.0,neither,4.0,6.0,2.0,2.0,8,0,sim,,,neither
0,2,sim-427,sim-427,solo,4.0,1d_b,5.0,9.0,1.0,1.0,8,1,sim,,,1d
0,3,sim-427,sim-427,solo,9.0,1d_b,3.0,7.0,1.0,1.0,9,0,sim,,,1d
1,0,sim-427,sim-427,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,1,sim-427,sim-427,solo,4.0,1d_b,5.0,9.0,1.0,1.0,8,1,sim,,,1d
2,0,sim-427,sim-427,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,1,sim-427,sim-427,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,2,sim-427,sim-427,solo,10.0,neither,2.0,6.0,2.0,2.0,10,0,sim,,,neither
2,3,sim-427,sim-427,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
3,0,sim-427,sim-427,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-427,sim-427,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-057,sim-057,solo,-3.0,neither,9.0,11.0,5.0,5.0,5,2,sim,,,neither
0,1,sim-057,sim-057,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,2,sim-057,sim-057,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,3,sim-057,sim-057,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,0,sim-057,sim-057,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
1,1,sim-057,sim-057,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,0,sim-057,sim-057,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,1,sim-057,sim-057,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,2,sim-057,sim-057,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
2,3,sim-057,sim-057,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
3,0,sim-057,sim-057,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
3,1,sim-057,sim-057,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,sim,,,1d
0,0,sim-265,sim-265,solo,-4.0,neither,13.0,9.0,9.0,9.0,0,1,sim,,,neither
0,1,sim-265,sim-265,solo,4.0,neither,8.0,4.0,6.0,4.0,4,0,sim,,,neither
0,2,sim-265,sim-265,solo,11.0,2d,1.0,3.0,5.0,3.0,11,0,sim,,,2d
0,3,sim-265,sim-265,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
1,0,sim-265,sim-265,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,1,sim-265,sim-265,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,0,sim-265,sim-265,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,1,sim-265,sim-265,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,2,sim-265,sim-265,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-265,sim-265,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-265,sim-265,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-265,sim-265,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-773,sim-773,solo,1.0,neither,5.0,7.0,5.0,5.0,9,2,sim,,,neither
0,1,sim-773,sim-773,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,2,sim-773,sim-773,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,3,sim-773,sim-773,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
1,0,sim-773,sim-773,solo,-4.0,neither,4.0,8.0,8.0,8.0,12,4,sim,,,neither
1,1,sim-773,sim-773,solo,0.0,neither,3.0,7.0,7.0,7.0,12,3,sim,,,neither
2,0,sim-773,sim-773,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
2,1,sim-773,sim-773,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,2,sim-773,sim-773,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
2,3,sim-773,sim-773,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,0,sim-773,sim-773,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
3,1,sim-773,sim-773,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,sim,,,2d
0,0,sim-186,sim-186,solo,-1.0,neither,10.0,6.0,8.0,6.0,3,1,sim,,,neither
0,1,sim-186,sim-186,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,sim,,,1d
0,2,sim-186,sim-186,solo,11.0,2d,1.0,3.0,5.0,3.0,11,0,sim,,,2d
0,3,sim-186,sim-186,solo,7.0,neither,2.0,4.0,6.0,4.0,11,1,sim,,,neither
1,0,sim-186,sim-186,solo,8.0,2d,1.0,5.0,5.0,5.0,12,1,sim,,,2d
